Year,Short Name,Region,FertilityRate,GDPperCapita
2010,Solomon Islands,East Asia & Pacific,4.24,1291
2010,South Africa,Sub-Saharan Africa,2.59,7276
2010,Spain,Europe & Central Asia,1.37,30737
2010,Sri Lanka,South Asia,2.2,2808
2010,St. Lucia,Latin America & Caribbean,1.54,8008
2010,St. Vincent and the Grenadines,Latin America & Caribbean,2.07,6232
2010,Sudan,Sub-Saharan Africa,4.88,1476
2010,Suriname,Latin America & Caribbean,2.52,8303
2010,Sweden,Europe & Central Asia,1.98,52133
2010,Switzerland,Europe & Central Asia,1.52,74606
2010,Tajikistan,Europe & Central Asia,3.51,738
2010,Tanzania,Sub-Saharan Africa,5.43,715
2010,Thailand,East Asia & Pacific,1.55,5075
2010,The Bahamas,Latin America & Caribbean,1.87,27979
2010,The Gambia,Sub-Saharan Africa,5.71,562
2010,Timor-Leste,East Asia & Pacific,6.23,3604
2010,Togo,Sub-Saharan Africa,4.87,527
2010,Tonga,East Asia & Pacific,3.91,3548
2010,Trinidad and Tobago,Latin America & Caribbean,1.81,16683
2010,Tunisia,Middle East & North Africa,2.14,4140
2010,Turkey,Europe & Central Asia,2.16,10672
2010,Turkmenistan,Europe & Central Asia,2.83,4439
2010,Uganda,Sub-Saharan Africa,6.15,595
2010,Ukraine,Europe & Central Asia,1.44,2965
2010,United Arab Emirates,Middle East & North Africa,1.87,35038
2010,United Kingdom,Europe & Central Asia,1.92,39080
2010,United States,North America,1.93,48467
2010,Uruguay,Latin America & Caribbean,2.08,11938
2010,Uzbekistan,Europe & Central Asia,2.34,1377
2010,Vanuatu,East Asia & Pacific,3.5,2966
2010,Venezuela,Latin America & Caribbean,2.47,13545
2010,Vietnam,East Asia & Pacific,1.95,1310
2010,Virgin Islands,Latin America & Caribbean,2.3,40043
2010,West Bank and Gaza,Middle East & North Africa,4.42,2339
2010,Yemen,Middle East & North Africa,4.67,1309
2010,Zambia,Sub-Saharan Africa,5.4,1463
2010,Zimbabwe,Sub-Saharan Africa,4.03,855
2011,Afghanistan,South Asia,5.6,536
2011,Albania,Europe & Central Asia,1.67,4210
2011,Algeria,Middle East & North Africa,2.93,4505
2011,Angola,Sub-Saharan Africa,6.08,3580
2011,Antigua and Barbuda,Latin America & Caribbean,2.12,11790
2011,Argentina,Latin America & Caribbean,2.36,10780
2011,Armenia,Europe & Central Asia,1.68,3372
2011,Aruba,Latin America & Caribbean,1.78,24231
2011,Australia,East Asia & Pacific,1.93,52476
2011,Austria,Europe & Central Asia,1.43,48065
2011,Azerbaijan,Europe & Central Asia,1.96,5771
2011,Bahrain,Middle East & North Africa,2.14,20515
2011,Bangladesh,South Asia,2.28,797
2011,Barbados,Latin America & Caribbean,1.79,16250
2011,Belarus,Europe & Central Asia,1.52,6526
2011,Belgium,Europe & Central Asia,1.81,44594
2011,Belize,Latin America & Caribbean,2.68,4335
2011,Benin,Sub-Saharan Africa,5.31,759
2011,Bermuda,North America,1.59,86001
2011,Bhutan,South Asia,2.31,2310
2011,Bolivia,Latin America & Caribbean,3.13,2051
2011,Bosnia and Herzegovina,Europe & Central Asia,1.31,4701
2011,Botswana,Sub-Saharan Africa,2.88,6610
2011,Brazil,Latin America & Caribbean,1.79,11559
2011,Brunei,East Asia & Pacific,1.86,36092
2011,Bulgaria,Europe & Central Asia,1.51,7019
2011,Burkina Faso,Sub-Saharan Africa,5.78,595
2011,Burundi,Sub-Saharan Africa,6.16,234
2011,Cabo Verde,Sub-Saharan Africa,2.59,3406
2011,Cambodia,East Asia & Pacific,2.81,828
2011,Cameroon,Sub-Saharan Africa,5.05,1327
2011,Canada,North America,1.61,48457
2011,Central African Republic,Sub-Saharan Africa,5.17,458
2011,Chad,Sub-Saharan Africa,6.48,868
2011,Chile,Latin America & Caribbean,1.86,13519
2011,China,East Asia & Pacific,1.59,4972
2011,Colombia,Latin America & Caribbean,1.98,6619
2011,Comoros,Sub-Saharan Africa,4.69,1336
2011,Congo,Sub-Saharan Africa,4.92,2752
2011,Costa Rica,Latin America & Caribbean,1.89,8450
2011,C?te d'Ivoire,Sub-Saharan Africa,5.22,1139
2011,Croatia,Europe & Central Asia,1.48,13933
2011,Cuba,Latin America & Caribbean,1.66,5824
2011,Cyprus,Europe & Central Asia,1.41,30163
2011,Czech Republic,Europe & Central Asia,1.43,20119
2011,Dem. Rep. Congo,Sub-Saharan Africa,6.49,345
2011,Denmark,Europe & Central Asia,1.75,58576
2011,Dominican Republic,Latin America & Caribbean,2.57,5552
2011,Ecuador,Latin America & Caribbean,2.63,4943
2011,Egypt,Middle East & North Africa,3.25,2593
2011,El Salvador,Latin America & Caribbean,2.22,3093
2011,Equatorial Guinea,Sub-Saharan Africa,5.13,17462
2011,Eritrea,Sub-Saharan Africa,4.53,514
2011,Estonia,Europe & Central Asia,1.61,15799
2011,Eswatini,Sub-Saharan Africa,3.44,3704
2011,Ethiopia,Sub-Saharan Africa,4.8,370
2011,Fiji,East Asia & Pacific,2.64,3720
2011,Finland,Europe & Central Asia,1.83,47171
2011,France,Europe & Central Asia,2.01,41329
2011,Gabon,Sub-Saharan Africa,4.05,9061
2011,Georgia,Europe & Central Asia,1.95,3322
2011,Germany,Europe & Central Asia,1.39,44125
2011,Ghana,Sub-Saharan Africa,4.23,1461
2011,Greece,Europe & Central Asia,1.4,24496
2011,Greenland,Europe & Central Asia,2.12,43781
2011,Grenada,Latin America & Caribbean,2.22,7394
2011,Guam,East Asia & Pacific,2.45,30693
2011,Guatemala,Latin America & Caribbean,3.29,2880
2011,Guinea,Sub-Saharan Africa,5.26,656
2011,Guinea-Bissau,Sub-Saharan Africa,4.99,575
2011,Guyana,Latin America & Caribbean,2.63,3192
2011,Haiti,Latin America & Caribbean,3.25,689
2011,Honduras,Latin America & Caribbean,2.78,1969
2011,"Hong Kong SAR, China",East Asia & Pacific,1.2,33888
2011,Hungary,Europe & Central Asia,1.23,13347
2011,Iceland,Europe & Central Asia,2.02,43701
2011,India,South Asia,2.53,1414
2011,Indonesia,East Asia & Pacific,2.47,3263
2011,Iran,Middle East & North Africa,1.76,6623
2011,Iraq,Middle East & North Africa,4.56,4695
2011,Ireland,Europe & Central Asia,2.03,50305
2011,Israel,Middle East & North Africa,2.98,31593
2011,Italy,Europe & Central Asia,1.44,35994
2011,Jamaica,Latin America & Caribbean,2.14,4746
2011,Japan,East Asia & Pacific,1.39,44539
2011,Jordan,Middle East & North Africa,3.64,3579
2011,Kazakhstan,Europe & Central Asia,2.59,9603
2011,Kenya,Sub-Saharan Africa,4.27,999
2011,Kiribati,East Asia & Pacific,3.82,1516
2011,Korea,East Asia & Pacific,1.24,22725
2011,Kosovo,Europe & Central Asia,2.24,3412
2011,Kuwait,Middle East & North Africa,2.15,39652
2011,Kyrgyz Republic,Europe & Central Asia,3.1,921
2011,Lao PDR,East Asia & Pacific,3.06,1216
2011,Latvia,Europe & Central Asia,1.33,12270
2011,Lebanon,Middle East & North Africa,1.64,8450
2011,Lesotho,Sub-Saharan Africa,3.28,1223
2011,Liberia,Sub-Saharan Africa,4.94,531
2011,Libya,Middle East & North Africa,2.4,4579
2011,Lithuania,Europe & Central Asia,1.55,12999
2011,Luxembourg,Europe & Central Asia,1.52,105265
2011,"Macao SAR, China",East Asia & Pacific,1.11,62279
2011,Madagascar,Sub-Saharan Africa,4.52,407
2011,Malawi,Sub-Saharan Africa,5.15,467
2011,Malaysia,East Asia & Pacific,2.13,9377
2011,Maldives,South Asia,2.22,7490
2011,Mali,Sub-Saharan Africa,6.47,709
2011,Malta,Middle East & North Africa,1.45,21276
2011,Marshall Islands,East Asia & Pacific,4.05,3178
2011,Mauritania,Sub-Saharan Africa,4.94,1222
2011,Mauritius,Sub-Saharan Africa,1.55,8313
2011,Mexico,Latin America & Caribbean,2.32,9208
2011,Micronesia,East Asia & Pacific,3.4,2962
2011,Moldova,Europe & Central Asia,1.27,1743
2011,Mongolia,East Asia & Pacific,2.72,3054
2011,Montenegro,Europe & Central Asia,1.75,6889
2011,Morocco,Middle East & North Africa,2.58,2942
2011,Mozambique,Sub-Saharan Africa,5.52,436
2011,Myanmar,East Asia & Pacific,2.36,1035
2011,Namibia,Sub-Saharan Africa,3.6,5351
2011,Nepal,South Asia,2.49,606
2011,Netherlands,Europe & Central Asia,1.76,51500
2011,New Zealand,East Asia & Pacific,2.09,34337
2011,Nicaragua,Latin America & Caribbean,2.38,1603
2011,Niger,Sub-Saharan Africa,7.46,343
2011,Nigeria,Sub-Saharan Africa,5.8,2349
2011,North Macedonia,Europe & Central Asia,1.47,4646
2011,Norway,Europe & Central Asia,1.88,87481
2011,Oman,Middle East & North Africa,2.9,17914
2011,Pakistan,South Asia,3.8,1046
2011,Panama,Latin America & Caribbean,2.61,8838
2011,Papua New Guinea,East Asia & Pacific,3.93,1982
2011,Paraguay,Latin America & Caribbean,2.68,4508
2011,Peru,Latin America & Caribbean,2.53,5271
2011,Philippines,East Asia & Pacific,3.11,2171
2011,Poland,Europe & Central Asia,1.33,13223
2011,Portugal,Europe & Central Asia,1.35,22159
2011,Puerto Rico,Latin America & Caribbean,1.6,26647
2011,Qatar,Middle East & North Africa,2.03,72671
2011,Romania,Europe & Central Asia,1.47,8416
2011,Russia,Europe & Central Asia,1.58,11230
2011,Rwanda,Sub-Saharan Africa,4.39,592
2011,Samoa,East Asia & Pacific,4.28,3625
2011,S?o Tom? and Principe,Sub-Saharan Africa,4.74,1153
2011,Saudi Arabia,Middle East & North Africa,2.87,20575
2011,Senegal,Sub-Saharan Africa,5.04,1237
2011,Serbia,Europe & Central Asia,1.4,5531
2011,Seychelles,Sub-Saharan Africa,2.38,11967
2011,Sierra Leone,Sub-Saharan Africa,5.06,415
2011,Singapore,East Asia & Pacific,1.2,48505
2011,Slovak Republic,Europe & Central Asia,1.45,17047
2011,Slovenia,Europe & Central Asia,1.56,23541
2011,Solomon Islands,East Asia & Pacific,4.17,1429
2011,South Africa,Sub-Saharan Africa,2.57,7418
2011,Spain,Europe & Central Asia,1.34,30322
2011,Sri Lanka,South Asia,2.17,3027
2011,St. Lucia,Latin America & Caribbean,1.52,8230
2011,St. Vincent and the Grenadines,Latin America & Caribbean,2.05,6204
2011,Sudan,Sub-Saharan Africa,4.83,1593
2011,Suriname,Latin America & Caribbean,2.5,8698
2011,Sweden,Europe & Central Asia,1.9,53127
2011,Switzerland,Europe & Central Asia,1.52,75030
2011,Tajikistan,Europe & Central Asia,3.5,775
2011,Tanzania,Sub-Saharan Africa,5.36,746
2011,Thailand,East Asia & Pacific,1.54,5094
2011,The Bahamas,Latin America & Caribbean,1.85,27710
2011,The Gambia,Sub-Saharan Africa,5.68,522
2011,Timor-Leste,East Asia & Pacific,6.11,3952
2011,Togo,Sub-Saharan Africa,4.8,546
2011,Tonga,East Asia & Pacific,3.86,3632
2011,Trinidad and Tobago,Latin America & Caribbean,1.8,16551
2011,Tunisia,Middle East & North Africa,2.18,4015
2011,Turkey,Europe & Central Asia,2.14,11684
2011,Turkmenistan,Europe & Central Asia,2.89,5006
2011,Uganda,Sub-Saharan Africa,6.06,629
2011,Ukraine,Europe & Central Asia,1.46,3138
2011,United Arab Emirates,Middle East & North Africa,1.84,35730
2011,United Kingdom,Europe & Central Asia,1.91,39413
2011,United States,North America,1.89,48862
2011,Uruguay,Latin America & Caribbean,2.06,12513
2011,Uzbekistan,Europe & Central Asia,2.24,1452
2011,Vanuatu,East Asia & Pacific,3.46,2933
2011,Venezuela,Latin America & Caribbean,2.44,13903
2011,Vietnam,East Asia & Pacific,1.95,1377
2011,Virgin Islands,Latin America & Caribbean,2.16,36799
2011,West Bank and Gaza,Middle East & North Africa,4.35,2551
2011,Yemen,Middle East & North Africa,4.55,1112
2011,Zambia,Sub-Saharan Africa,5.32,1500
2011,Zimbabwe,Sub-Saharan Africa,4.02,956
2012,Afghanistan,South Asia,5.38,585
2012,Albania,Europe & Central Asia,1.69,4277
2012,Algeria,Middle East & North Africa,2.94,4564
2012,Angola,Sub-Saharan Africa,6,3750
2012,Antigua and Barbuda,Latin America & Caribbean,2.1,12070
2012,Argentina,Latin America & Caribbean,2.35,10558
2012,Armenia,Europe & Central Asia,1.66,3606
2012,Aruba,Latin America & Caribbean,1.79,23777
2012,Australia,East Asia & Pacific,1.92,53574
2012,Austria,Europe & Central Asia,1.44,48172
2012,Azerbaijan,Europe & Central Asia,2,5820
2012,Bahrain,Middle East & North Africa,2.12,20921
2012,Bangladesh,South Asia,2.24,840
2012,Barbados,Latin America & Caribbean,1.79,16238
2012,Belarus,Europe & Central Asia,1.62,6642
2012,Belgium,Europe & Central Asia,1.8,44423
2012,Belize,Latin America & Caribbean,2.64,4363
2012,Benin,Sub-Saharan Africa,5.25,773
2012,Bermuda,North America,1.59,81548
2012,Bhutan,South Asia,2.24,2387
2012,Bolivia,Latin America & Caribbean,3.07,2122
2012,Bosnia and Herzegovina,Europe & Central Asia,1.31,4714
2012,Botswana,Sub-Saharan Africa,2.86,6779
2012,Brazil,Latin America & Caribbean,1.78,11671
2012,Brunei,East Asia & Pacific,1.87,35899
2012,Bulgaria,Europe & Central Asia,1.5,7062
2012,Burkina Faso,Sub-Saharan Africa,5.69,615
2012,Burundi,Sub-Saharan Africa,6.06,237
2012,Cabo Verde,Sub-Saharan Africa,2.53,3403
2012,Cambodia,East Asia & Pacific,2.74,874
2012,Cameroon,Sub-Saharan Africa,4.98,1350
2012,Canada,North America,1.61,48724
2012,Central African Republic,Sub-Saharan Africa,5.12,476
2012,Chad,Sub-Saharan Africa,6.37,914
2012,Chile,Latin America & Caribbean,1.83,14109
2012,China,East Asia & Pacific,1.6,5336
2012,Colombia,Latin America & Caribbean,1.95,6808
2012,Comoros,Sub-Saharan Africa,4.63,1346
2012,Congo,Sub-Saharan Africa,4.88,2782
2012,Costa Rica,Latin America & Caribbean,1.87,8753
2012,C?te d'Ivoire,Sub-Saharan Africa,5.16,1230
2012,Croatia,Europe & Central Asia,1.51,13654
2012,Cuba,Latin America & Caribbean,1.69,5985
2012,Cyprus,Europe & Central Asia,1.39,28852
2012,Czech Republic,Europe & Central Asia,1.45,19930
2012,Dem. Rep. Congo,Sub-Saharan Africa,6.43,358
2012,Denmark,Europe & Central Asia,1.73,58488
2012,Dominican Republic,Latin America & Caribbean,2.54,5631
2012,Ecuador,Latin America & Caribbean,2.6,5140
2012,Egypt,Middle East & North Africa,3.31,2593
2012,El Salvador,Latin America & Caribbean,2.19,3165
2012,Equatorial Guinea,Sub-Saharan Africa,5.04,18106
2012,Estonia,Europe & Central Asia,1.56,16538
2012,Eswatini,Sub-Saharan Africa,3.36,3808
2012,Ethiopia,Sub-Saharan Africa,4.68,391
2012,Fiji,East Asia & Pacific,2.62,3744
2012,Finland,Europe & Central Asia,1.8,46278
2012,France,Europe & Central Asia,2.01,41258
2012,Gabon,Sub-Saharan Africa,4.01,9212
2012,Georgia,Europe & Central Asia,1.98,3559
2012,Germany,Europe & Central Asia,1.41,44259
2012,Ghana,Sub-Saharan Africa,4.19,1558
2012,Greece,Europe & Central Asia,1.34,22831
2012,Greenland,Europe & Central Asia,2.02,44454
2012,Grenada,Latin America & Caribbean,2.19,7280
2012,Guam,East Asia & Pacific,2.43,31257
2012,Guatemala,Latin America & Caribbean,3.22,2903
2012,Guinea,Sub-Saharan Africa,5.18,680
2012,Guinea-Bissau,Sub-Saharan Africa,4.92,551
2012,Guyana,Latin America & Caribbean,2.61,3343
2012,Haiti,Latin America & Caribbean,3.17,699
2012,Honduras,Latin America & Caribbean,2.69,2013
2012,"Hong Kong SAR, China",East Asia & Pacific,1.29,34086
2012,Hungary,Europe & Central Asia,1.34,13197
2012,Iceland,Europe & Central Asia,2.04,44032
2012,India,South Asia,2.48,1472
2012,Indonesia,East Asia & Pacific,2.46,3415
2012,Iran,Middle East & North Africa,1.74,6053
2012,Iraq,Middle East & North Africa,4.54,5178
2012,Ireland,Europe & Central Asia,1.98,50183
2012,Israel,Middle East & North Africa,3.05,31671
2012,Italy,Europe & Central Asia,1.43,34885
2012,Jamaica,Latin America & Caribbean,2.1,4697
2012,Japan,East Asia & Pacific,1.41,45277
2012,Jordan,Middle East & North Africa,3.6,3482
2012,Kazakhstan,Europe & Central Asia,2.62,9923
2012,Kenya,Sub-Saharan Africa,4.17,1017
2012,Kiribati,East Asia & Pacific,3.8,1558
2012,Korea,East Asia & Pacific,1.3,23124
2012,Kosovo,Europe & Central Asia,2.19,3483
2012,Kuwait,Middle East & North Africa,2.09,39733
2012,Kyrgyz Republic,Europe & Central Asia,3.2,905
2012,Lao PDR,East Asia & Pacific,2.97,1297
2012,Latvia,Europe & Central Asia,1.44,12925
2012,Lebanon,Middle East & North Africa,1.67,8107
2012,Lesotho,Sub-Saharan Africa,3.25,1280
2012,Liberia,Sub-Saharan Africa,4.87,558
2012,Libya,Middle East & North Africa,2.39,10209
2012,Lithuania,Europe & Central Asia,1.6,13679
2012,Luxembourg,Europe & Central Asia,1.57,102405
2012,"Macao SAR, China",East Asia & Pacific,1.16,66449
2012,Madagascar,Sub-Saharan Africa,4.44,408
2012,Malawi,Sub-Saharan Africa,4.99,462
2012,Malaysia,East Asia & Pacific,2.11,9709
2012,Maldives,South Asia,2.21,7459
2012,Mali,Sub-Saharan Africa,6.4,683
2012,Malta,Middle East & North Africa,1.42,21658
2012,Mauritania,Sub-Saharan Africa,4.9,1255
2012,Mauritius,Sub-Saharan Africa,1.54,8580
2012,Mexico,Latin America & Caribbean,2.3,9406
2012,Micronesia,East Asia & Pacific,3.35,2902
2012,Moldova,Europe & Central Asia,1.27,1732
2012,Mongolia,East Asia & Pacific,2.77,3366
2012,Montenegro,Europe & Central Asia,1.73,6697
2012,Morocco,Middle East & North Africa,2.58,2987
2012,Mozambique,Sub-Saharan Africa,5.47,454
2012,Myanmar,East Asia & Pacific,2.32,1101
2012,Namibia,Sub-Saharan Africa,3.59,5502
2012,Nepal,South Asia,2.38,627
2012,Netherlands,Europe & Central Asia,1.72,50781
2012,New Zealand,East Asia & Pacific,2.1,35003
2012,Nicaragua,Latin America & Caribbean,2.34,1687
2012,Niger,Sub-Saharan Africa,7.42,369
2012,Nigeria,Sub-Saharan Africa,5.76,2384
2012,North Macedonia,Europe & Central Asia,1.49,4621
2012,Norway,Europe & Central Asia,1.85,88689
2012,Oman,Middle East & North Africa,2.88,18300
2012,Pakistan,South Asia,3.74,1061
2012,Palau,East Asia & Pacific,2.23,9618
2012,Panama,Latin America & Caribbean,2.6,9535
2012,Papua New Guinea,East Asia & Pacific,3.87,2029
2012,Paraguay,Latin America & Caribbean,2.63,4424
2012,Peru,Latin America & Caribbean,2.5,5521
2012,Philippines,East Asia & Pacific,3.07,2279
2012,Poland,Europe & Central Asia,1.33,13435
2012,Portugal,Europe & Central Asia,1.28,21353
2012,Puerto Rico,Latin America & Caribbean,1.54,26980
2012,Qatar,Middle East & North Africa,2,70397
2012,Romania,Europe & Central Asia,1.52,8629
2012,Russia,Europe & Central Asia,1.69,11621
2012,Rwanda,Sub-Saharan Africa,4.27,628
2012,Samoa,East Asia & Pacific,4.21,3610
2012,San Marino,Europe & Central Asia,1.26,56117
2012,S?o Tom? and Principe,Sub-Saharan Africa,4.69,1163
2012,Saudi Arabia,Middle East & North Africa,2.78,21056
2012,Senegal,Sub-Saharan Africa,5,1262
2012,Serbia,Europe & Central Asia,1.45,5502
2012,Seychelles,Sub-Saharan Africa,2.42,12000
2012,Sierra Leone,Sub-Saharan Africa,4.92,467
2012,Singapore,East Asia & Pacific,1.29,49262
2012,Slovak Republic,Europe & Central Asia,1.34,17300
2012,Slovenia,Europe & Central Asia,1.58,22864
2012,Solomon Islands,East Asia & Pacific,4.1,1462
2012,South Africa,Sub-Saharan Africa,2.55,7477
2012,Spain,Europe & Central Asia,1.32,29415
2012,Sri Lanka,South Asia,2.14,3286
2012,St. Lucia,Latin America & Caribbean,1.51,8131
2012,St. Vincent and the Grenadines,Latin America & Caribbean,2.02,6291
2012,Sudan,Sub-Saharan Africa,4.77,1797
2012,Suriname,Latin America & Caribbean,2.47,8841
2012,Sweden,Europe & Central Asia,1.91,52578
2012,Switzerland,Europe & Central Asia,1.52,74984
2012,Tajikistan,Europe & Central Asia,3.49,815
2012,Tanzania,Sub-Saharan Africa,5.29,756
2012,Thailand,East Asia & Pacific,1.53,5437
2012,The Bahamas,Latin America & Caribbean,1.83,28145
2012,The Gambia,Sub-Saharan Africa,5.64,534
2012,Timor-Leste,East Asia & Pacific,5.98,4058
2012,Togo,Sub-Saharan Africa,4.73,566
2012,Tonga,East Asia & Pacific,3.82,3651
2012,Trinidad and Tobago,Latin America & Caribbean,1.8,16680
2012,Tunisia,Middle East & North Africa,2.21,4127
2012,Turkey,Europe & Central Asia,2.12,12053
2012,Turkmenistan,Europe & Central Asia,2.94,5463
2012,Uganda,Sub-Saharan Africa,5.96,632
2012,Ukraine,Europe & Central Asia,1.53,3154
2012,United Arab Emirates,Middle East & North Africa,1.82,36376
2012,United Kingdom,Europe & Central Asia,1.92,39707
2012,United States,North America,1.88,49596
2012,Uruguay,Latin America & Caribbean,2.05,12913
2012,Uzbekistan,Europe & Central Asia,2.19,1548
2012,Vanuatu,East Asia & Pacific,3.42,2917
2012,Venezuela,Latin America & Caribbean,2.42,14474
2012,Vietnam,East Asia & Pacific,1.96,1433
2012,Virgin Islands,Latin America & Caribbean,2.05,31301
2012,West Bank and Gaza,Middle East & North Africa,4.28,2631
2012,Yemen,Middle East & North Africa,4.44,1109
2012,Zambia,Sub-Saharan Africa,5.24,1566
2012,Zimbabwe,Sub-Saharan Africa,4,1091
2013,Afghanistan,South Asia,5.17,598
2013,Albania,Europe & Central Asia,1.7,4328
2013,Algeria,Middle East & North Africa,2.92,4596
2013,Angola,Sub-Saharan Africa,5.92,3799
2013,Antigua and Barbuda,Latin America & Caribbean,2.09,11928
2013,Argentina,Latin America & Caribbean,2.34,10699
2013,Armenia,Europe & Central Asia,1.65,3711
2013,Aruba,Latin America & Caribbean,1.8,24629
2013,Australia,East Asia & Pacific,1.86,54050
2013,Austria,Europe & Central Asia,1.44,47901
2013,Azerbaijan,Europe & Central Asia,1.98,6078
2013,Bahrain,Middle East & North Africa,2.1,21800
2013,Bangladesh,South Asia,2.2,880
2013,Barbados,Latin America & Caribbean,1.79,16187
2013,Belarus,Europe & Central Asia,1.67,6708
2013,Belgium,Europe & Central Asia,1.76,44302
2013,Belize,Latin America & Caribbean,2.61,4304
2013,Benin,Sub-Saharan Africa,5.18,806
2013,Bermuda,North America,1.63,79252
2013,Bhutan,South Asia,2.18,2400
2013,Bolivia,Latin America & Caribbean,3.02,2231
2013,Bosnia and Herzegovina,Europe & Central Asia,1.32,4883
2013,Botswana,Sub-Saharan Africa,2.84,7409
2013,Brazil,Latin America & Caribbean,1.77,11912
2013,Brunei,East Asia & Pacific,1.88,34619
2013,Bulgaria,Europe & Central Asia,1.48,7137
2013,Burkina Faso,Sub-Saharan Africa,5.61,632
2013,Burundi,Sub-Saharan Africa,5.96,241
2013,Cabo Verde,Sub-Saharan Africa,2.47,3390
2013,Cambodia,East Asia & Pacific,2.68,923
2013,Cameroon,Sub-Saharan Africa,4.92,1385
2013,Canada,North America,1.59,49359
2013,Central African Republic,Sub-Saharan Africa,5.07,300
2013,Chad,Sub-Saharan Africa,6.26,935
2013,Chile,Latin America & Caribbean,1.82,14551
2013,China,East Asia & Pacific,1.6,5722
2013,Colombia,Latin America & Caribbean,1.92,7049
2013,Comoros,Sub-Saharan Africa,4.56,1373
2013,Congo,Sub-Saharan Africa,4.83,2806
2013,Costa Rica,Latin America & Caribbean,1.84,8852
2013,C?te d'Ivoire,Sub-Saharan Africa,5.1,1306
2013,Croatia,Europe & Central Asia,1.46,13625
2013,Cuba,Latin America & Caribbean,1.7,6133
2013,Cyprus,Europe & Central Asia,1.37,27242
2013,Czech Republic,Europe & Central Asia,1.46,19827
2013,Dem. Rep. Congo,Sub-Saharan Africa,6.36,375
2013,Denmark,Europe & Central Asia,1.67,58788
2013,Dominican Republic,Latin America & Caribbean,2.51,5833
2013,Ecuador,Latin America & Caribbean,2.57,5311
2013,Egypt,Middle East & North Africa,3.34,2591
2013,El Salvador,Latin America & Caribbean,2.16,3225
2013,Equatorial Guinea,Sub-Saharan Africa,4.95,16635
2013,Estonia,Europe & Central Asia,1.52,16919
2013,Eswatini,Sub-Saharan Africa,3.28,3978
2013,Ethiopia,Sub-Saharan Africa,4.56,421
2013,Fiji,East Asia & Pacific,2.59,3894
2013,Finland,Europe & Central Asia,1.75,45716
2013,France,Europe & Central Asia,1.99,41283
2013,Gabon,Sub-Saharan Africa,3.96,9408
2013,Georgia,Europe & Central Asia,2,3691
2013,Germany,Europe & Central Asia,1.42,44355
2013,Ghana,Sub-Saharan Africa,4.15,1634
2013,Greece,Europe & Central Asia,1.29,22251
2013,Greenland,Europe & Central Asia,2.08,43954
2013,Grenada,Latin America & Caribbean,2.17,7421
2013,Guam,East Asia & Pacific,2.41,31748
2013,Guatemala,Latin America & Caribbean,3.15,2948
2013,Guinea,Sub-Saharan Africa,5.09,691
2013,Guinea-Bissau,Sub-Saharan Africa,4.86,554
2013,Guyana,Latin America & Caribbean,2.58,3487
2013,Haiti,Latin America & Caribbean,3.1,718
2013,Honduras,Latin America & Caribbean,2.62,2033
2013,"Hong Kong SAR, China",East Asia & Pacific,1.13,35003
2013,Hungary,Europe & Central Asia,1.35,13511
2013,Iceland,Europe & Central Asia,1.93,45421
2013,India,South Asia,2.43,1547
2013,Indonesia,East Asia & Pacific,2.44,3560
2013,Iran,Middle East & North Africa,1.73,5964
2013,Iraq,Middle East & North Africa,4.52,5390
2013,Ireland,Europe & Central Asia,1.93,50587
2013,Israel,Middle East & North Africa,3.03,32374
2013,Italy,Europe & Central Asia,1.39,33887
2013,Jamaica,Latin America & Caribbean,2.07,4703
2013,Japan,East Asia & Pacific,1.43,46249
2013,Jordan,Middle East & North Africa,3.56,3401
2013,Kazakhstan,Europe & Central Asia,2.64,10368
2013,Kenya,Sub-Saharan Africa,4.07,1048
2013,Kiribati,East Asia & Pacific,3.77,1595
2013,Korea,East Asia & Pacific,1.19,23685
2013,Kosovo,Europe & Central Asia,2.16,3565
2013,Kuwait,Middle East & North Africa,2.05,37924
2013,Kyrgyz Republic,Europe & Central Asia,3.1,984
2013,Lao PDR,East Asia & Pacific,2.9,1384
2013,Latvia,Europe & Central Asia,1.52,13381
2013,Lebanon,Middle East & North Africa,1.7,7755
2013,Lesotho,Sub-Saharan Africa,3.22,1287
2013,Liberia,Sub-Saharan Africa,4.79,592
2013,Libya,Middle East & North Africa,2.37,8824
2013,Lithuania,Europe & Central Asia,1.59,14302
2013,Luxembourg,Europe & Central Asia,1.55,103722
2013,"Macao SAR, China",East Asia & Pacific,1.21,72183
2013,Madagascar,Sub-Saharan Africa,4.37,406
2013,Malawi,Sub-Saharan Africa,4.86,472
2013,Malaysia,East Asia & Pacific,2.09,9981
2013,Maldives,South Asia,2.19,7777
2013,Mali,Sub-Saharan Africa,6.32,679
2013,Malta,Middle East & North Africa,1.36,22341
2013,Mauritania,Sub-Saharan Africa,4.85,1292
2013,Mauritius,Sub-Saharan Africa,1.44,8849
2013,Mexico,Latin America & Caribbean,2.27,9400
2013,Micronesia,East Asia & Pacific,3.29,2785
2013,Moldova,Europe & Central Asia,1.26,1895
2013,Mongolia,East Asia & Pacific,2.81,3686
2013,Montenegro,Europe & Central Asia,1.71,6925
2013,Morocco,Middle East & North Africa,2.57,3077
2013,Mozambique,Sub-Saharan Africa,5.42,473
2013,Myanmar,East Asia & Pacific,2.29,1183
2013,Namibia,Sub-Saharan Africa,3.56,5679
2013,Nepal,South Asia,2.29,645
2013,Netherlands,Europe & Central Asia,1.68,50565
